Merchant ID,Account Name,Account Type,Sector,MCC.,Account Owner,Account Status.,Activated Date,Country,Referral Source
163048,Clay Koki,E-Commerce,E-Commerce,5691- Men and Women Clothing Stores,Ann Njoroge,Finalized,"Sep 19, 2025",Kenya,Helpdesk
11657,Sileo Company Kenya limited,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Samuel Oloo,Finalized,"Sep 24, 2025",Kenya,Helpdesk
171653,Mzuka Pharmaceuticals Limited,Pharmacy,Retail,5912- Drug store and Pharmacy,Violet Ogetange,Activated,"Sep 22, 2025",Kenya,N/A
171350,M2M Tanzania Expeditions,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Fortunatus Massawe,Finalized,"Sep 10, 2025",Tanzania,Self Search
171640,PANELS & BANDING LIMITED,Hardware,Retail,5399-Miscellaneous General Merchant (Small Retail),Violet Ogetange,Activated,"Sep 24, 2025",Kenya,Bank Referral
169901,KAIRA NATURALS,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Judy Masita,Finalized,"Sep 18, 2025",Kenya,Web Research
171309,Kapmithi Limited,Photographer,Retail,5399-Miscellaneous General Merchant (Small Retail),Susan Mutie,Finalized,"Sep 10, 2025",Kenya,Bank Referral
171336,HAN COM SALUTION Ltd,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Florent Rwamfizi,Activated,"Sep 12, 2025",Rwanda,N/A
171018,Diritto Coffee Ltd,Restaurant,Hospitality,5812- Eating Place & Restaurant,Elosy Ngina,Activated,"Sep 11, 2025",Kenya,Self Search
171950,MEDIPOINT BEAUTY LIMITED,Beauty Shop/Supplies,Retail,5399-Miscellaneous General Merchant (Small Retail),Samuel Oloo,Finalized,"Sep 26, 2025",Kenya,Merchant Referral
171328,Throttle Adventures Limited,"Fashion, Clothes & Accessories",Retail,5399-Miscellaneous General Merchant (Small Retail),Elijah Makau,Activated,"Sep 26, 2025",Kenya,Account Management Referral
159289,Transbionics Limited,Beauty Shop/Supplies,Retail,5399-Miscellaneous General Merchant (Small Retail),Elijah Makau,Closed Won Pending,,Kenya,Self Search
156711,Transbionics Limited,Beauty Shop/Supplies,Retail,5399-Miscellaneous General Merchant (Small Retail),Elijah Makau,Closed Won Pending,,Kenya,Self Search
171307,SALT & SMOKE LIMITED,Restaurant,Hospitality,5812- Eating Place & Restaurant,Simon Mahinda,Finalized,"Sep 19, 2025",Kenya,Self Search
171303,HAKIMI TRADERS,Bookshop,Retail,5399-Miscellaneous General Merchant (Small Retail),Simon Mahinda,Activated,"Sep 11, 2025",Kenya,Account Management Referral
171319,ROBINSONS' ARK,Gift Shop,Retail,5399-Miscellaneous General Merchant (Small Retail),David Githaiga,Activated,"Sep 17, 2025",Kenya,N/A
167223,EBRAQ LIMITED,General Service Provider,Retail,,Peter Robinson,Qualified Lead,,Kenya,Merchant Referral
171536,Green Ridge Advisory Limited,Consultancy,Retail,"7392- Consulting, Management and Public Relations Services",Violet Ogetange,Activated,"Sep 19, 2025",Kenya,N/A
171306,MANE ASSOCIATES,Consultancy,Retail,"7392- Consulting, Management and Public Relations Services",Susan Matiko,Activated,"Sep 10, 2025",Kenya,Bank Referral
171279,VIVA TANZANIA HOLISTIC LIMITED,Property Management,Hospitality,"7011- Hotels, Motels and Resorts",Bestina Ngagani,Finalized,"Sep 16, 2025",Tanzania,Merchant Referral
171317,KONOKONO SAFARI LIMITED,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,"Sep 10, 2025",Tanzania,Self Search
162268,KOUPONZETU LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Judy Masita,Finalized,"Sep 12, 2025",Kenya,Bank Referral
171326,HAMBAZI BUSINESS SERVICES,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Dyline Busiingye,Finalized,"Sep 11, 2025",Uganda,Self Search
171311,AQUEDUCT 1359 HOTEL APARTMENTS LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Raymond Eguru,Finalized,"Sep 11, 2025",Uganda,N/A
171264,Lagoon Development Limited,Property Management,Hospitality,"7011- Hotels, Motels and Resorts",Peter Robinson,Finalized,"Sep 9, 2025",Kenya,Employee Referral
171271,Apex Expedition Limited,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Bestina Ngagani,Activated,"Sep 16, 2025",Tanzania,Helpdesk
171406,ALVERON COMPUTING,Business Not Elsewhere Classified,Retail,5399-Miscellaneous General Merchant (Small Retail),David Githaiga,Activated,"Sep 12, 2025",Kenya,Helpdesk
171225,FAIRWAYS HOSPITALITY NAROK LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Orsbone Obulukhu,Finalized,"Sep 10, 2025",Kenya,Self Search
171216,GENI'S APARTMENT,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Palme Paiton Katemana,Finalized,"Sep 8, 2025",Tanzania,Self Search
171425,KUREMA RWANDA Ltd,E-Commerce,Retail,5399-Miscellaneous General Merchant (Small Retail),Collins Kweyamba,Finalized,"Sep 12, 2025",Rwanda,Web Research
171217,TANZANIA ROLLERS SAFARIS,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Elia Mwakijale,Finalized,"Sep 10, 2025",Tanzania,Account Management Referral
171428,XTREME LOUNGE Ltd,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Collins Kweyamba,Finalized,"Sep 22, 2025",Rwanda,Self Search
171226,HOUSEHELP Ltd,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Florent Rwamfizi,Activated,"Sep 10, 2025",Rwanda,N/A
171332,FLAVOUR TOWN LIMITED,Restaurant,Hospitality,5812- Eating Place & Restaurant,Alexander Maleko,Finalized,"Sep 10, 2025",Kenya,Self Search
171224,Turi Events,Events,Retail,5399-Miscellaneous General Merchant (Small Retail),Barbara Ogwari,Finalized,"Sep 10, 2025",Kenya,Self Search
171104,ROBIX HAIR HUB,Beauty Shop/Supplies,Retail,5399-Miscellaneous General Merchant (Small Retail),Moses Ochom,Activated,"Sep 10, 2025",Uganda,Self Search
171067,The Flavor Affair,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Jonathan Mwai,Finalized,"Sep 8, 2025",Kenya,Employee Referral
171181,Vance Group Limited,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Finalized,"Sep 10, 2025",Kenya,Employee Referral
171221,Darmar Company Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Sadru Kazabula,Finalized,"Sep 10, 2025",Tanzania,Employee Referral
171086,BUSH LOVE SAFARIS,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Fortunatus Massawe,Activated,"Sep 8, 2025",Tanzania,Bank Referral
171069,NAJ & NASH AFRICAN SAFARI LIMITED,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Fortunatus Massawe,Finalized,"Sep 8, 2025",Tanzania,Self Search
164080,Sagoh Sisterlets Supplies,E-Commerce,E-Commerce,5732- Electronics Sales,Ann Njoroge,Finalized,"Sep 9, 2025",Kenya,Helpdesk
170964,SANGANO COFFEE Ltd,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Octave Kazeneza,Activated,"Sep 9, 2025",Rwanda,N/A
171218,BACK 2 HEALTH LIMITED,Hospital,Retail,8062- Hospital,Raymond Eguru,Finalized,"Sep 10, 2025",Uganda,N/A
171607,JAYGON AGENCIES COMPANY LIMITED,Hardware,Retail,5251- Hardware Store,Quesera Wekesa,Activated,"Sep 15, 2025",Kenya,Chat
171090,PIXEL ADS COMPANY LIMITED,Business Not Elsewhere Classified,Retail,5399-Miscellaneous General Merchant (Small Retail),Quesera Wekesa,Activated,"Sep 10, 2025",Kenya,Chat
170663,Zanzi Eco Tourism Company Limited,Travel Agent,Travel,4722- Travel Agencies Tour Operators,William Lendukai,Activated,"Sep 30, 2025",Tanzania,Employee Referral
170962,STYLE SYNDICATE (K) LTD,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Sheila Kefa,Finalized,"Sep 12, 2025",Kenya,Self Search
171252,Super App Africa Limited,E-Commerce,E-Commerce,"7392- Consulting, Management and Public Relations Services",Susan Mutie,Finalized,"Sep 26, 2025",Kenya,Chat
170704,Maalim Group Limited,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Sheila Kefa,Finalized,"Sep 11, 2025",Kenya,Chat
170967,Overflow Sanctuary,MediSpa,Retail,5399-Miscellaneous General Merchant (Small Retail),Elijah Makau,Qualified Lead,,Kenya,Bank Referral
170863,Maggie Spot On Glam Studio,General Service Provider,Hospitality,7230- Barber and Beauty Shops,Elijah Makau,Activated,"Sep 12, 2025",Kenya,Bank Referral
170700,ELEGANT TRAVEL AND TOURS Ltd,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Florent Rwamfizi,Activated,"Sep 6, 2025",Rwanda,N/A
170968,LA -BOUCHE MEDICAL AND DENTAL SUPPLIES LTD,Health services,Retail,8011- Doctors & Physicians,Emmanuel Ndyakuhaki,Finalized,"Sep 8, 2025",Uganda,Bank Referral
170201,KILIMOHALI GREENYIELD DAIRY LTD,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Steve Gituma,Activated,"Sep 6, 2025",Kenya,Self Search
170836,K&S SPECIALIST,Tour Operator,Travel,4722- Travel Agencies Tour Operators,David Msando,Finalized,"Sep 10, 2025",Tanzania,Self Search
163446,Fish Yummies Flavours,Restaurant,Hospitality,5814- Quick Service Restaurant,Janet Lenakae,Finalized,"Sep 8, 2025",Kenya,Bank Referral
170961,MK BALUME 69 LIMITED,Liquor Store,Retail,5399-Miscellaneous General Merchant (Small Retail),Nancy Kanyang'or,Finalized,"Sep 18, 2025",Kenya,Account Management Referral
167667,GINA DIAS CONSULTING,E-Commerce,E-Commerce,"7392- Consulting, Management and Public Relations Services",Anthony Ngunyi,Finalized,"Sep 8, 2025",Kenya,Employee Referral
167061,TESOFLIX UGANDA - SMC LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Jonathan Ssempa,Finalized,"Sep 5, 2025",Uganda,Bank Referral
171183,Patejo curio and gifts,Curio Shop,Retail,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Finalized,"Sep 9, 2025",Kenya,Self Search
161321,GREEN WELLS ENERGIES LIMITED,Petroleum,Retail,5983- Fuel Dealers,Mercy Ng'etich,Closed Won - Portfolio,,Kenya,Sales Drive_Western Circuit
172077,FLEET MONITORING SYSTEMS LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Sharon Munguryek,Finalized,"Sep 18, 2025",Uganda,N/A
171020,TIAMO LIMITED,Restaurant,Hospitality,5812- Eating Place & Restaurant,Simon Mahinda,Activated,"Sep 9, 2025",Kenya,Bank Referral
170926,LAMUHOME INTERIORS,Furniture store,Retail,"5712- Furniture, Home Furnishings, and Equipment store, Except Appliances",Judy Masita,Finalized,"Sep 5, 2025",Kenya,Self Search
170895,PRINCESS SUPERMARKET Ltd,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Octave Kazeneza,Activated,"Sep 10, 2025",Rwanda,N/A
170942,KANYE TECHNOLOGIES,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Raymond Eguru,Closed Won Pending,,Uganda,N/A
170878,SAVVY MANAGEMENT CONSULT LTD,Consultancy,Retail,"7392- Consulting, Management and Public Relations Services",Alexander Maleko,Activated,"Sep 5, 2025",Kenya,Self Search
170684,NEEMA ATHANASIO KESSY,Curio Shop,Retail,5399-Miscellaneous General Merchant (Small Retail),Bestina Ngagani,Activated,"Sep 6, 2025",Tanzania,Helpdesk
170846,ODYSSEUS TECHNOLOGY LIMITED,Distributors,Retail,5399-Miscellaneous General Merchant (Small Retail),Violet Ogetange,Finalized,"Sep 8, 2025",Kenya,Self Search
170569,URU RESEARCH AND DEVELOPMENT GROUP LIMITED,Consultancy,Retail,5399-Miscellaneous General Merchant (Small Retail),Allen Shilinde,Activated,"Sep 9, 2025",Tanzania,Helpdesk
170661,CATALYST FOR SOCIAL RESEARCH AND TRANSFORMATION LIMITED,Consultancy,Retail,"7392- Consulting, Management and Public Relations Services",Steve Gituma,Activated,"Sep 5, 2025",Kenya,Self Search
170825,MOOI ADVENTURES UGANDA LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Juliet Nalwoga,Finalized,"Sep 5, 2025",Uganda,Helpdesk
170815,JOKRAFT TRAVEL TRAILS (U) LTD,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Juliet Nalwoga,Finalized,"Sep 4, 2025",Uganda,Account Management Referral
170943,LES ARTISANS DU LOGICIEL LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Judy Masita,Account Closed,,Kenya,Web Research
135696,COMPALD GLOBAL NETWORKS,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Kabuthu Mwangi,Activated,"Sep 5, 2025",Kenya,N/A
170829,EPS PHARMACY LIMITED,Pharmacy,Retail,5912- Drug store and Pharmacy,Adella Asaasira,Activated,"Sep 9, 2025",Uganda,Bank Referral
170820,BUILDHER LIMITED,Furniture store,Retail,"5712- Furniture, Home Furnishings, and Equipment store, Except Appliances",Judy Masita,Finalized,"Sep 5, 2025",Kenya,Account Management Referral
170806,Nairobi Seoul Culture Exchange Corporation Limited,Events,Retail,5399-Miscellaneous General Merchant (Small Retail),Susan Mutie,Finalized,"Sep 4, 2025",Kenya,Self Search
170871,HERQIRO SAFARIS LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Quesera Wekesa,Finalized,"Sep 5, 2025",Kenya,Chat
168194,ARISE WOMEN OF FAITH,CBO/Community Development,Retail,5399-Miscellaneous General Merchant (Small Retail),Sandra Ninsiima,Closed Won Pending,,Uganda,N/A
170210,XELIUS LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Moses Ochom,Activated,"Sep 4, 2025",Uganda,Helpdesk
170869,TIKARS LIMITED,Restaurant,Hospitality,5812- Eating Place & Restaurant,Anthony Ngunyi,Finalized,"Sep 10, 2025",Kenya,Merchant Referral
170862,TIKARS LIMITED,Restaurant,Hospitality,5812- Eating Place & Restaurant,Anthony Ngunyi,Finalized,"Sep 10, 2025",Kenya,Merchant Referral
53321,THE COACHING HUB LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Sheila Kefa,Finalized,"Sep 4, 2025",Kenya,Chat
169721,ANCHOR ELECTRONICS,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Elia Mwakijale,Activated,"Sep 12, 2025",Tanzania,N/A
170844,MUUH_STORE,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Elia Mwakijale,Finalized,"Sep 5, 2025",Tanzania,N/A
170855,Winnie Gor Communications Africa Limited,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Ann Njoroge,Finalized,"Sep 8, 2025",Kenya,Bank Referral
170929,MARUMARA CREATIONS,"Fashion, Clothes & Accessories",Retail,5621- Women Ready to Wear Stores,Judy Masita,Finalized,"Sep 5, 2025",Kenya,Web Research
171527,CORTECH SYSTEMS LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Orsbone Obulukhu,Activated,"Sep 16, 2025",Kenya,Web Research
171339,The Curriculum Vitae Firm,E-Commerce,E-Commerce,"7392- Consulting, Management and Public Relations Services",Sheila Kefa,Finalized,"Sep 10, 2025",Kenya,Chat
171463,Mofit Holdings Limited,E-Commerce,Retail,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Closed Won Pending,,Kenya,N/A
170664,KIBADA WHITE VILLA,Lodge,Hospitality,"7011- Hotels, Motels and Resorts",Elia Mwakijale,Finalized,"Sep 5, 2025",Tanzania,N/A
170577,SALT HOLIDAYS LTD,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Dyline Busiingye,Finalized,"Sep 4, 2025",Uganda,Self Search
170831,The Good Child Bookstore Ltd,E-Commerce,E-Commerce,"5111- Stationery, Office Supplies, Printing and Writing Paper",Kabuthu Mwangi,Finalized,"Sep 5, 2025",Kenya,N/A
170724,JAKITA NEW STORE LIMITED,E-Commerce,E-Commerce,5691- Men and Women Clothing Stores,Samuel Oloo,Finalized,"Sep 17, 2025",Kenya,Helpdesk
169526,WealthPro Africa Ltd,E-Commerce,E-Commerce,"7392- Consulting, Management and Public Relations Services",Anthony Ngunyi,Activated,"Sep 19, 2025",Kenya,Web Research
170951,SOCIETE NATIONALE DES TUBES (SONATUBES) Ltd,,,,Collins Kweyamba,Proposal,,Rwanda,N/A
172009,Sira Healthcare Pharmacy Ltd,Pharmacy,Retail,5912- Drug store and Pharmacy,Susan Mutie,Finalized,"Sep 18, 2025",Kenya,Self Search
170828,CLIFF UK - UG IMPORTED GOODS,Casino,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Sharon Munguryek,Proposal,,Uganda,N/A
170666,Mwakensteel Engineering and Supplies Company Limited,Business Not Elsewhere Classified,Retail,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Activated,"Sep 6, 2025",Kenya,Bank Referral
170630,Mixsolo Enterprises Limited,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Jonathan Mwai,Finalized,"Sep 4, 2025",Kenya,Employee Referral
170675,STARS AND SAVANNAH LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Palme Paiton Katemana,Activated,"Sep 5, 2025",Tanzania,Self Search
170861,SPA LEW LIMITED,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Violet Ogetange,Activated,"Sep 8, 2025",Kenya,Bank Referral
170662,Inagib Investments Limited,Catering,Hospitality,5812- Eating Place & Restaurant,Anthony Ngunyi,Activated,"Sep 9, 2025",Kenya,Self Search
167725,Luciah Luxe,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Peter Robinson,Finalized,"Sep 3, 2025",Kenya,Bank Referral
172638,FASTQASH AGENCIES,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Violet Ogetange,Activated,"Sep 23, 2025",Kenya,Chat
159467,AGHAZ TAILORING (K) LIMITED,E-Commerce,E-Commerce,5691- Men and Women Clothing Stores,Anthony Ngunyi,Activated,"Oct 2, 2025",Kenya,Chat
131046,Munyui hardware,E-Commerce,E-Commerce,5251- Hardware Store,Jonathan Mwai,Finalized,"Sep 5, 2025",Kenya,Helpdesk
170949,Avana Laundromat Ltd,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Janet Lenakae,Finalized,"Sep 8, 2025",Kenya,Chat
170814,CHOWPATTY INDIAN RESTAURANT LIMITED,Restaurant,Hospitality,5812- Eating Place & Restaurant,Juliet Nalwoga,Finalized,"Sep 11, 2025",Uganda,Account Management Referral
170196,GIVEN HOUSE AND RESORT,Lodge,Hospitality,"7011- Hotels, Motels and Resorts",David Msando,Activated,"Sep 3, 2025",Tanzania,Self Search
171407,AVIAN CONSERVATION UGANDA,NGO,Retail,8398- Charitable Social Service Organizations,Sharon Munguryek,Proposal,,Uganda,N/A
170812,Komarock Modern Limited,Health services,Retail,8062- Hospital,Susan Mutie,Finalized,"Sep 25, 2025",Kenya,Bank Referral
170810,BWR MANAGEMENT LTD,Property Management,Hospitality,"7011- Hotels, Motels and Resorts",Samuel Oloo,Finalized,"Sep 9, 2025",Kenya,Employee Referral
170585,FRABLINE LIMITED,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Emmanuel Ndyakuhaki,Finalized,"Sep 4, 2025",Uganda,Account Management Referral
169235,LEONARD BONIPHACE MASSAWE,"Fashion, Clothes & Accessories",Retail,5399-Miscellaneous General Merchant (Small Retail),Marko Lambaldo,Activated,"Sep 22, 2025",Tanzania,Bank Referral
171004,YUSRA'S GROCERIES MART,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Quesera Wekesa,Activated,"Sep 8, 2025",Kenya,Walk-In
170568,IRIZA TOURS & SAFARIS Ltd,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Octave Kazeneza,Activated,"Sep 5, 2025",Rwanda,N/A
170840,Kigali Shuttles and Tours Ltd,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Octave Kazeneza,Activated,"Sep 5, 2025",Rwanda,N/A
169785,Moshel Tours and Travel Limited,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Janet Lenakae,Finalized,"Sep 19, 2025",Kenya,Helpdesk
171603,QUICKCART VENTURES,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Peter Robinson,Finalized,"Sep 15, 2025",Kenya,Web Research
168720,PLACKPAY GLOBAL LTD,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Janet Lenakae,Not Interested / Lost,,Kenya,Chat
170809,Turnbull & Hooch Kenya Limited,E-Commerce,E-Commerce,"5712- Furniture, Home Furnishings, and Equipment store, Except Appliances",Kabuthu Mwangi,Activated,"Sep 4, 2025",Kenya,N/A
69732,HandMade by Zola Africa,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Sheila Kefa,Finalized,"Sep 15, 2025",Kenya,Chat
170912,ZZZ Hostel Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Jonathan Mwai,Finalized,"Sep 15, 2025",Kenya,Bank Referral
170632,Denim$Diamonds Lounge,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Jonathan Mwai,Finalized,"Sep 4, 2025",Kenya,Employee Referral
170930,CONTINENTAL SPORTS INSTITUTE LIMITED,Sports,Retail,5399-Miscellaneous General Merchant (Small Retail),Judy Masita,Activated,"Sep 6, 2025",Kenya,Self Search
170885,MABUR TECHNOLOGIES,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Michael Ntale,Finalized,"Sep 5, 2025",Uganda,Self Search
169774,DIPA INITIATIVES (U) LIMITED,Conference Facilities,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Michael Ntale,Finalized,"Sep 10, 2025",Uganda,Chat
170239,IRIS ASILI LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Simon Mahinda,Activated,"Sep 3, 2025",Kenya,Account Management Referral
170244,Mwendi Andu Hardware,Hardware,Retail,5251- Hardware Store,David Githaiga,Activated,"Sep 25, 2025",Kenya,N/A
170152,JOJOS SPORT BAR & GRILL,Bar / Lounge,Retail,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Marko Lambaldo,Activated,"Sep 8, 2025",Tanzania,N/A
121856,CISI Kenya Limited,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Qualified Lead,,Kenya,N/A
169881,JENN BEAUTY LIMITED,Beauty Shop/Supplies,Retail,5399-Miscellaneous General Merchant (Small Retail),David Githaiga,Activated,"Sep 10, 2025",Kenya,Helpdesk
170826,RHENAT TEXTILES,"Fashion, Clothes & Accessories",Retail,5621- Women Ready to Wear Stores,Emmanuel Ndyakuhaki,Finalized,"Sep 4, 2025",Uganda,Account Management Referral
170162,TZ BEESWAX PRODUCTS,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Elia Mwakijale,Activated,"Sep 10, 2025",Tanzania,N/A
170194,PIXSAR MEDIA LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Stephen Kagaba,Finalized,"Sep 3, 2025",Uganda,N/A
170154,JOPAD TECHNOLOGIES -SMC LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Raymond Eguru,Finalized,"Aug 29, 2025",Uganda,N/A
170944,Envest Innovations Ltd,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Jonathan Ssempa,Finalized,"Sep 10, 2025",Uganda,Self Search
170939,Dalian Lanbo Machinery Manufacturing Company Limited,Business Not Elsewhere Classified,Retail,"5599- Miscellaneous Automotive, Aircraft, and Farm Equipment Dealers (Not Elsewhere Calssified)",Jonathan Ssempa,New Lead,,Uganda,Bank Referral
170659,WAZONSE ELECTRONICS,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Adella Asaasira,Closed due to Fraud,"Sep 3, 2025",Uganda,Self Search
170168,HYLINK TECHNOLOGIES (U) LTD,Consultancy,Retail,5399-Miscellaneous General Merchant (Small Retail),Sandra Ninsiima,Finalized,"Aug 30, 2025",Uganda,N/A
170167,ARM GENIUS DIGITAL MARKETING,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Sandra Ninsiima,Finalized,"Sep 3, 2025",Uganda,N/A
170051,RUNICORP LIQUOR STORE,Liquor Store,Retail,5399-Miscellaneous General Merchant (Small Retail),Sandra Ninsiima,Finalized,"Sep 3, 2025",Uganda,N/A
170190,KABIRA SAFARIS & TOURS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Dyline Busiingye,Finalized,"Sep 3, 2025",Uganda,Self Search
170172,AL CAPONE LOUNGE LIMITED,Bar / Lounge,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Judy Masita,Finalized,"Aug 29, 2025",Kenya,Self Search
170160,INTERNATIONAL PREMIUM CONCIERGE LIMITED,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Fortunatus Massawe,Finalized,"Sep 8, 2025",Tanzania,Self Search
171752,SMILE LINK,Health services,Retail,8011- Doctors & Physicians,Simon Mahinda,Activated,"Sep 15, 2025",Kenya,Account Management Referral
170171,KULLUKUM HOLDINGS LIMITED,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Peter Robinson,Finalized,"Aug 29, 2025",Kenya,Self Search
167086,AMINA CHIC LIMITED,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Peter Robinson,Finalized,"Aug 29, 2025",Kenya,Employee Referral
168645,ORION COMPLEX INVESTMENTS LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Moses Ochom,Activated,"Sep 3, 2025",Uganda,Sales Drive_Nothern Uganda
167425,NILE SQUAD LABZ LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Moses Ochom,Activated,"Sep 6, 2025",Uganda,Helpdesk
170093,INZOVU AMBER Ltd,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Florent Rwamfizi,Activated,"Aug 30, 2025",Rwanda,N/A
166435,Events by Sakaya,Consultancy,Retail,5399-Miscellaneous General Merchant (Small Retail),Violet Ogetange,Activated,"Sep 29, 2025",Kenya,N/A
170232,Ella's Comfies,"Fashion, Clothes & Accessories",Retail,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Finalized,"Sep 3, 2025",Kenya,Bank Referral
170145,KINGRANDSAFARI COMPANY LIMITED,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Bestina Ngagani,Activated,"Sep 3, 2025",Tanzania,Helpdesk
170144,AFRIGEMS AND SAFARIS,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Bestina Ngagani,Activated,"Aug 29, 2025",Tanzania,Merchant Referral
155435,PERALSOFT SOLUTIONS,E-Commerce,E-Commerce,"5921- Package Stores- Beer, Wine and Liquor",Dyline Busiingye,Finalized,"Aug 28, 2025",Uganda,Landing Page
170061,YAYA XTRA RESIDENCE LTD,Restaurant,Hospitality,5812- Eating Place & Restaurant,Dyline Busiingye,Finalized,"Aug 29, 2025",Uganda,Self Search
